UID	dnNameType	LAST NAME	FIRST NAME	ALIAS	ALTERNATIVE SPELLING	CATEGORY	TITLE	SUB-CATEGORY	POSITION	AGE	DOB	DOBS	PLACE OF BIRTH	DECEASED	PASSPORTS	SSN	IDENTIFICATION NUMBERS	LOCATIONS	COUNTRIES	CITIZENSHIP	E/I	dnCity	dnState	dnCountry	ENTERED	UPDATED	EDITOR	AGE DATE (AS OF DATE)	KEYWORDS
8264730	Primary	DIVA I				VESSEL											{INT-IMO}9297371	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8298347	Primary	SOORAJ				VESSEL											{INT-IMO}9332834	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8298354	Primary	RIGEL				VESSEL											{INT-IMO}9296406	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8298873	Primary	SHANGRI LA				VESSEL											{INT-IMO}9274434	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8298922	Primary	ADONIA				VESSEL											{INT-IMO}9242223	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8299538	Primary	SAGITTA				VESSEL											{INT-IMO}9296822	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8301065	Primary	MIKATI				VESSEL											{INT-IMO}9250892	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8303111	Primary	RIMMA				VESSEL											{INT-IMO}9337901	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8303638	Primary	TM HAI HA 568				VESSEL											{INT-IMO}9274082	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8303641	Primary	ACHILLES				VESSEL											{INT-IMO}9368223	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8314964	Primary	CORUM				VESSEL											{INT-IMO}9544281	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8327159	Primary	CLYDE NOBLE				VESSEL											{INT-IMO}9282792	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8327172	Primary	GREAT JACOMBO				VESSEL											{INT-IMO}9319703	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8327184	Primary	MITZEL				VESSEL											{INT-IMO}9233741	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8327184	Alias	MITZEL		Olivia		VESSEL											{INT-IMO}9233741	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8327216	Primary	YODAN				VESSEL											{INT-IMO}9304356	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8327337	Primary	KATIUSKA				VESSEL											{INT-IMO}9236004	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8327359	Primary	ARLAN				VESSEL											{INT-IMO}9227443	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8327376	Primary	THANE				VESSEL											{INT-IMO}9237228	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8327421	Primary	RAVEN				VESSEL											{INT-IMO}9205067	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8339296	Primary	AGNES				VESSEL											{INT-IMO}9314167	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8339306	Primary	AILAMA				VESSEL											{INT-IMO}9232888	~,~	UNKNOWN	UNKNOWN	E					2025/08/15			EUFSR-RUS~EUFSR-RUS-VES
8339375	Primary	YI MENG SHAN				VESSEL											{INT-IMO}9436941	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8339375	Alias	YI MENG SHAN		Attica		VESSEL											{INT-IMO}9436941	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8339391	Primary	MADHAV				VESSEL											{INT-IMO}9353096	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8339394	Primary	PEACE				VESSEL											{INT-IMO}9249130	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8339426	Primary	INVICTA				VESSEL											{INT-IMO}9250543	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8339500	Primary	HULDA				VESSEL											{INT-IMO}9290309	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8344234	Primary	ARABESCA				VESSEL											{INT-IMO}9288734	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8344246	Primary	RANGLER				VESSEL											{INT-IMO}9206671	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8344257	Primary	LONG BAI				VESSEL											{INT-IMO}9388754	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8344266	Primary	SIKAR				VESSEL											{INT-IMO}9419137	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8345090	Primary	AQUA TITAN				VESSEL											{INT-IMO}9332781	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8345090	Alias	AQUA TITAN		Lang Ya		VESSEL											{INT-IMO}9332781	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8345104	Primary	BAI LU				VESSEL											{INT-IMO}9388780	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8345114	Primary	THYA				VESSEL											{INT-IMO}9283289	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8345128	Primary	NOCTIS				VESSEL											{INT-IMO}9258868	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8345128	Alias	NOCTIS		Asher		VESSEL											{INT-IMO}9258868	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8345128	Alias	NOCTIS		Luna		VESSEL											{INT-IMO}9258868	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8348718	Primary	LIETO				VESSEL											{INT-IMO}9389679	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8348769	Primary	CINDY				VESSEL											{INT-IMO}9270517	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8348779	Primary	SUN				VESSEL											{INT-IMO}9293117	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8348808	Primary	GANGA				VESSEL											{INT-IMO}9378620	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8348839	Primary	ASTRAL				VESSEL											{INT-IMO}9274800	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8348855	Primary	YANHU				VESSEL											{INT-IMO}9297357	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8348928	Primary	FIORA				VESSEL											{INT-IMO}9282493	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8360975	Primary	PANDA				VESSEL											{INT-IMO}9284582	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8360997	Primary	OLIA				VESSEL											{INT-IMO}9268112	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8361027	Primary	LEOPARD				VESSEL											{INT-IMO}9284594	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8362355	Primary	KOEN				VESSEL											{INT-IMO}9199127	~,~	UNKNOWN	UNKNOWN	E					2025/08/15			EUFSR-RUS~EUFSR-RUS-VES
8362371	Primary	TURACO				VESSEL											{INT-IMO}9247780	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8364675	Primary	DASHAN				VESSEL											{INT-IMO}9299666	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8364675	Alias	DASHAN		Mianzimu		VESSEL											{INT-IMO}9299666	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8364690	Primary	MARABELLA SUN				VESSEL											{INT-IMO}9323376	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8365335	Primary	PONTUS I				VESSEL											{INT-IMO}9255660	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8365348	Primary	GARASAN				VESSEL											{INT-IMO}9323986	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8365502	Primary	BULL				VESSEL											{INT-IMO}9292503	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8365539	Primary	BENEDICT				VESSEL											{INT-IMO}9293155	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8365539	Alias	BENEDICT		Junia		VESSEL											{INT-IMO}9293155	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8365641	Primary	MINERVA M				VESSEL											{INT-IMO}9282479	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8371844	Primary	HU PO				VESSEL											{INT-IMO}9319686	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8375297	Primary	HERA				VESSEL											{INT-IMO}9326720	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8375315	Primary	TIBURON				VESSEL											{INT-IMO}9283291	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8375323	Primary	EVENTIN				VESSEL											{INT-IMO}9308065	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8375344	Primary	TYCHE 1				VESSEL											{INT-IMO}9308077	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
8375351	Primary	VERNAL				VESSEL											{INT-IMO}9207027	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8375367	Primary	TOREX				VESSEL											{INT-IMO}9257814	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8375381	Primary	NAUTILUS				VESSEL											{INT-IMO}9434890	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8376560	Primary	SAKARYA				VESSEL											{INT-IMO}9524463	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8376571	Primary	TASSOS				VESSEL											{INT-IMO}9408695	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8376579	Primary	DESTAMAR				VESSEL											{INT-IMO}9253894	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8376593	Primary	MAKALU				VESSEL											{INT-IMO}9314105	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8376607	Primary	MERU				VESSEL											{INT-IMO}9187227	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8376633	Primary	OLAF 1				VESSEL											{INT-IMO}9224465	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8376656	Primary	ZEVS				VESSEL											{INT-IMO}9168946	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8376887	Primary	EAGLE S				VESSEL											{INT-IMO}9329760	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8379817	Primary	SEABASS				VESSEL											{INT-IMO}9266750	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388094	Primary	APUS				VESSEL											{INT-IMO}9280885	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8388096	Primary	AQUATICA				VESSEL											{INT-IMO}9299769	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8388098	Primary	SPRING				VESSEL											{INT-IMO}9315446	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388103	Primary	DEYNA				VESSEL											{INT-IMO}9299903	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8388104	Primary	FREDA				VESSEL											{INT-IMO}9402469	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8388105	Primary	HUIHAI ATLANTIC				VESSEL											{INT-IMO}9312872	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388106	Primary	HUIHAI PACIFIC				VESSEL											{INT-IMO}9346732	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8388110	Primary	SI HE				VESSEL											{INT-IMO}9378618	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8388112	Primary	MALAK				VESSEL											{INT-IMO}9378632	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388112	Alias	MALAK		Ping An		VESSEL											{INT-IMO}9378632	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388115	Primary	PRAVASI				VESSEL											{INT-IMO}9409467	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8388119	Primary	AULIS				VESSEL											{INT-IMO}9233765	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8388120	Primary	SABINA				VESSEL											{INT-IMO}9524451	~,~	UNKNOWN	UNKNOWN	E					2025/10/27			EUFSR-RUS~EUFSR-RUS-VES
8388122	Primary	SAKINA				VESSEL											{INT-IMO}9530917	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388123	Primary	VIRAT				VESSEL											{INT-IMO}9832559	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388127	Primary	VELMAR				VESSEL											{INT-IMO}9832547	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388127	Alias	VELMAR		Venture		VESSEL											{INT-IMO}9832547	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388128	Primary	CANGJIE				VESSEL											{INT-IMO}9299680	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388129	Primary	SIRIUS I				VESSEL											{INT-IMO}9285847	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8388130	Primary	CANARA				VESSEL											{INT-IMO}9411331	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8391940	Primary	CORDELIA MOON				VESSEL											{INT-IMO}9297888	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8402321	Primary	TREND				VESSEL											{INT-IMO}9231509	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8402369	Primary	NEON				VESSEL											{INT-IMO}9183295	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8438502	Primary	NICHOLE				VESSEL											{INT-IMO}9332822	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8438513	Primary	FENGHUANG				VESSEL											{INT-IMO}9236248	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
8438517	Primary	CHEN LU				VESSEL											{INT-IMO}9404948	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8438523	Primary	PRS OCEAN				VESSEL											{INT-IMO}9276561	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8438530	Primary	DELIVER				VESSEL											{INT-IMO}9194983	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8438695	Primary	EDERRA				VESSEL											{INT-IMO}9258026	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8438902	Primary	MA JIN				VESSEL											{INT-IMO}9346744	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8439193	Primary	T CEREAL				VESSEL											{INT-IMO}9286073	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8439193	Alias	T CEREAL		Rolin		VESSEL											{INT-IMO}9286073	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8450155	Primary	NEMRUT				VESSEL											{INT-IMO}9439541	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8478620	Primary	HORAE				VESSEL											{INT-IMO}9413004	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8479741	Primary	OMNI				VESSEL											{INT-IMO}9400980	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8479811	Primary	ONEIROI				VESSEL											{INT-IMO}9390587	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8479830	Primary	VERSA				VESSEL											{INT-IMO}9379301	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8480069	Primary	SAATHI				VESSEL											{INT-IMO}9402732	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8480069	Alias	SAATHI		Onrim		VESSEL											{INT-IMO}9402732	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8481262	Primary	CHONGCHON				VESSEL											{INT-IMO}9294123	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8481277	Primary	NAXOS				VESSEL											{INT-IMO}9336426	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8481292	Primary	PATE (FORMERLY SHAANXI)				VESSEL											{INT-IMO}9338905	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8494583	Primary	BERRA				VESSEL											{INT-IMO}9308821	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8494645	Primary	CARUZO				VESSEL											{INT-IMO}9137648	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8504553	Primary	SOFOS				VESSEL											{INT-IMO}9278064	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8506725	Primary	MANASLU				VESSEL											{INT-IMO}9388027	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8506846	Primary	TOA PAYOH				VESSEL											{INT-IMO}9298492	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8512808	Primary	ABHRA				VESSEL											{INT-IMO}9282041	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8512880	Primary	INA				VESSEL											{INT-IMO}9308443	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8513524	Primary	CHEETAH II				VESSEL											{INT-IMO}9222560	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8514373	Primary	CHANDRA				VESSEL											{INT-IMO}9353125	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8514702	Primary	SILVAR				VESSEL											{INT-IMO}9291262	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8514833	Primary	STELLAR BEVERLY				VESSEL											{INT-IMO}9208069	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8528916	Primary	OLIVE				VESSEL											{INT-IMO}9318034	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8528937	Primary	ELODIE I				VESSEL											{INT-IMO}9346873	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8528969	Primary	BEAST				VESSEL											{INT-IMO}9290921	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8528981	Primary	MAISHA				VESSEL											{INT-IMO}9232929	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8528998	Primary	BELA				VESSEL											{INT-IMO}9270749	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8529010	Primary	MARBLE				VESSEL											{INT-IMO}9323974	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8529012	Primary	GURUDEV				VESSEL											{INT-IMO}9253234	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8529026	Primary	VARG				VESSEL											{INT-IMO}9335094	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8529041	Primary	WU TAI				VESSEL											{INT-IMO}9419151	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8529092	Primary	XUE SONG				VESSEL											{INT-IMO}9428358	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8529095	Primary	KUSTO				VESSEL											{INT-IMO}9308833	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8529116	Primary	LARK				VESSEL											{INT-IMO}9277759	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8529116	Alias	LARK		Lea I		VESSEL											{INT-IMO}9277759	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8531160	Primary	BLUE TALU				VESSEL											{INT-IMO}9334557	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8531214	Primary	CAI YUN				VESSEL											{INT-IMO}9437983	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8531244	Primary	FOTUO				VESSEL											{INT-IMO}9293959	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8531276	Primary	INDRAS				VESSEL											{INT-IMO}9314894	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8531290	Primary	INDUS 1				VESSEL											{INT-IMO}9360415	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8531291	Primary	SOFIA K				VESSEL											{INT-IMO}9299123	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8531304	Primary	TENDUA				VESSEL											{INT-IMO}9299862	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8531308	Primary	DAPHNE I				VESSEL											{INT-IMO}9251456	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8531318	Primary	ELISE				VESSEL											{INT-IMO}9277747	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8545732	Primary	RAGNAR				VESSEL											{INT-IMO}9384095	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8545807	Primary	ARABELA				VESSEL											{INT-IMO}9253313	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8545814	Primary	RICCA				VESSEL											{INT-IMO}9292577	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8545822	Primary	SPRING FORTUNE				VESSEL											{INT-IMO}9386536	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8545829	Primary	PIERRE				VESSEL											{INT-IMO}9266877	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8546972	Primary	LILY				VESSEL											{INT-IMO}9294331	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8546972	Alias	LILY		Daban		VESSEL											{INT-IMO}9294331	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8546994	Primary	BUDDHA				VESSEL											{INT-IMO}9283306	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8547007	Primary	CENTURION				VESSEL											{INT-IMO}9380673	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8547010	Primary	MANTA				VESSEL											{INT-IMO}9424651	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
